franka_(arknights),"フランカ,フランカ(アークナイツ)"
franken_fran,"フランケン・ふらん,フランケンふらん"
franken_stein_(soul_eater),フランケン・シュタイン
frankenstein,フランケンシュタイン
frankenstein's_monster,フランケンシュタインの怪物
frankenstein's_monster_(fate),"フランケンシュタイン,フランケンシュタイン(Fate),黒のバーサーカー,フラン"
frankenstein's_monster_(swimsuit_saber)_(fate),フランケンシュタイン(水着)
frankie_foster,"フランキー・フォスター,フランシス・フォスター"
franklin_(azur_lane),フランクリン
franklin_(heart-throbbing_records)_(azur_lane),看護師のトキメキカルテ
franky_(one_piece),フランキー
franky_franklin,"フランキー(SPY×FAMILY),フランキー・フランクリン"
franz_liszt_(classicaloid),リスト(クラシカロイド)
franz_schubert_(classicaloid),シューベルト(クラシカロイド)
franziska_von_karma,"狩魔冥,かるまめい"
frappuccino,フラペチーノ
fraux,"フラウ(グラブル),フラウ"
fraw_bow,フラウ・ボゥ
fraxure,オノンド
freckles,"そばかす,雀斑"
freckles-chan_(aymusk),そばかすちゃん
freckles-san_(houkago_play),"そばかすさん,ソバカスさん"
fred_jones,フレッド・ジョーンズ
fred_weasley,フレッド・ウィーズリー
freddie_(gundam_build_divers_re:rise),フレディ
freddie_mercury,フレディ・マーキュリー
freddy_fazbear,フレディ・ファズベア
freddy_krueger,フレディ・クルーガー
frederic_chopin_(classicaloid),ショパン(クラシカロイド)
frederic_chopin_(trusty_bell),ショパン(トラスティベル)
frederica_aesfrost,フレデリカ・エスフロスト
frederica_baumann,フレデリカ・バウマン
frederica_bernkastel,"ベルンカステル,フレデリカ・ベルンカステル,ベルンカステル(うみねこのなく頃に)"
frederica_irving,フレドリカ・アーヴィング
frederica_nikola_tesla,フレデリカ・ニコラ・テスラ
frederica_sawyer,"ソーヤー,掃除屋ソーヤー,フレデリカ・ソーヤー"
frederick_(fire_emblem),フレデリク
frederick_kreiburg,フレデリック・クレイバーグ
free!,腐ree!
free_hugs,フリーハグ
freediving,"フリーダイビング,スキンダイビング,素潜り"
freedom_gundam,フリーダムガンダム
freedom_planet,FreedomPlanet
freedom_planet_2,自由星球2
freedom_wars,フリーダムウォーズ
freely_tomorrow_(vocaloid),FREELY_TOMORROW
freesia_(flower),フリージア
freezing_(series),フリージング
freia_kagami,フレイア鏡
fremea_seivelun,フレメア=セイヴェルン
freminet_(genshin_impact),フレミネ(原神)
french_army,フランス軍
french_battleship_princess,戦艦仏棲姫
french_braid,"三つ編み,みつあみ"
french_cruller,フレンチクルーラー
french_fries,"ポテト,フライドポテト"
french_horn,フレンチホルン
french_kiss,"べろちゅー,ディープキス,フレンチキス"
french_text,フランス語
french_toast,フレンチトースト
frenda_seivelun,"フレンダ=セイヴェルン,フレンダ"
freodore_(nijisanji),FreoChrome
fresh_precure!,"フレッシュプリキュア,フレッシュプリキュア!"
freudia_neuwahl,フロイディア・ノイヴァール
freudian_slip,本音と建前
frey_(king's_raid),堕落フレイ
frey_(rune_factory),フレイ
freya_(chobits),フレイヤ(ちょびっツ)
freya_(danmachi),フレイヤ(ダンまち)
freya_crescent,フライヤ・クレセント
freyja_(fire_emblem),フレイヤ(FE)
freyja_(p&d),"フレイヤ(パズドラ),フレイヤ"
freyja_wion,"フレイア・ヴィオン,フレイア"
freyjadour_falenas,"フレイアドゥール,フレイアドゥールファレナス"
friday_night_funkin',フライデーナイトファンキン
friday_the_13th,13日の金曜日
fried_chicken,"フライドチキン,唐揚げ,から揚げ,からあげ"
fried_egg,"目玉焼き,サニーサイドアップ"
fried_egg_on_toast,ラピュタパン
fried_rice,"炒飯,チャーハン,焼き飯,焼きめし"
friede_(pokemon),"フリード博士,フリード(アニポケ)"
friedrich_carl_(azur_lane),フリードリヒ・カール
friedrich_der_grosse_(azur_lane),フリードリヒ・デア・グローセ(アズールレーン)
friedrich_der_grosse_(dark_raiments_of_gagaku)_(azur_lane),雅楽の闇衣
friedrich_der_grosse_(one_summer_night's_intimacy)_(azur_lane),真夏の夜の親昵
friedrich_der_grosse_(zeremonie_of_the_cradle)_(azur_lane),ユリカゴのセレモニー
friend_ball,フレンドボール
friendly_rivalry,선의의경쟁
frieren,フリーレン
frieza,"フリーザ,フリーザ様,メカフリーザ"
frigga_(last_origin),"フリッガ,フリッガ(ラストオリジン)"
frigibax,セビエ
frilled_bikini,フレアビキニ
frilled_lizard_(kemono_friends),エリマキトカゲ(けものフレンズ)
frilled_square_(idolmaster),フリルドスクエア
frillish,プルリル
frills,フリル
frima_(nikke),プリム(勝利の女神:NIKKE)
frisbee,"フリスビー,フライングディスク"
frisk_(undertale),フリスク
fritz_rumey_(azur_lane),フリッツ・ルメイ
fritz_rumey_(schwarzes_kaninchen)_(azur_lane),Schwarzes_Kaninchen
froakie,ケロマツ
frodo_baggins,フロド・バギンズ
frog,"カエル,蛙,青蛙"
frog_(chrono_trigger),カエル(クロノトリガー)
frog_costume,カエルスーツ
frog_girl,カエル娘
frogadier,ゲコガシラ
froggy_(sonic),カエルくん
frogiwawa,frogiara
frogman,ミリタリーダイバー
frolaytia_capistrano,"フローレイティア,フローレイティア=カピストラーノ"
from_above,ハイアングル
from_argonavis,"アルゴナビス,ダブエス,アルゴナ,キミステ,腐向けargn"
from_behind,後ろ姿
from_below,"ローアングル,ぶちアングル,アオリ"
from_side,"たかみよこがお,よこがおフレンズ"
fromsoftware,フロムソフトウェア
front-to-back,前から後ろへ
front_innocent,フロントイノセント
front_mission,フロントミッション
froslass,ユキメノコ
frosmoth,モスノウ
frostbite_set_(zelda),吹雪の服
frosted_glass,磨りガラス
frostleaf_(arknights),"フロストリーフ,フロストリーフ(アークナイツ)"
frostmourne,フロストモーン
frostnova_(arknights),"フロストノヴァ,フロストノヴァ(アークナイツ)"
frottage,兜合わせ
frown,"しかめっ面,・''・"
frozen_(disney),アナと雪の女王
frozen_ii_(disney),アナと雪の女王2
frozen_soul,dreamgame
fruit,"果物,フルーツ,くだもの"
fruit_sandwich,フルーツサンド
fruit_tart,フルーツタルト
fruits_basket,"フルーツバスケット,フルバ"
fruits_fulcute!,"ふるーつふるきゅーと!,ふるふる"
frye_(splatoon),"ウツホ,ウツホ(スプラトゥーン),ウツフウ"
frying_pan,フライパン
fu-ha_jin,"不破刃,・・・・すごい漢だ。"
fu_(dragon_ball),フュー
fu_hua,"フカ,熾鳶,符華"
fu_hua_(azure_empyrea),云墨丹心
fu_hua_(crane_of_taixuan),太虚の鶴鳴
fu_hua_(fenghuang_of_vicissitude),フカ(浮生・渡世の羽)
fu_hua_(night_squire),白夜执事
fu_hua_(phoenix),赤鸢
fu_hua_(shadow_knight),フカ(影騎士・月輪)
fu_hua_(valkyrie_accipiter),フカ(戦乙女・迅羽)
fu_ji,福姬
fu_shun_(azur_lane),撫順(アズールレーン)
fu_shun_(touqi_guaitan),符顺
fu_xuan_(honkai:_star_rail),符玄
fubuchun,フブチュン
fubuki_(anniversary)_(kancolle),吹雪(記念日)
fubuki_(azur_lane),吹雪(アズールレーン)
fubuki_(blue_archive),合歓垣フブキ
fubuki_(festival)_(kancolle),吹雪(祭)
fubuki_(kancolle),"吹雪(艦隊これくしょん),吹雪(艦これ),吹雪,ブッキー,淫獣吹雪"
fubuki_(nige_jouzu_no_wakagimi),吹雪(逃げ上手の若君)
fubuki_(one-punch_man),"地獄のフブキ,フブキ"
fubuki_(senran_kagura),"雪不帰(閃乱カグラ),雪不帰"
fubuki_(spring)_(kancolle),吹雪(春)
fubuki_(swimsuit)_(blue_archive),合歓垣フブキ(水着)
fubuki_(warship_girls_r),吹雪(戦艦少女)
fubuki_atsuya,"吹雪アツヤ,アツヤ,吹雪敦也,アツシロ,吹雪兄弟"
fubuki_clockford,"フブキクロックフォード,フブキ=クロックフォード"
fubuki_kai_ni_(kancolle),吹雪改二
fubuki_shirou,"吹雪士郎,アツシロ,吹雪兄弟"
fubukihime,"ふぶき姫,ふぶき姫(妖怪ウォッチ)"
fubuzilla_(shirakami_fubuki),フブラ
fuchibeppu_chiyuri,淵別府ちゆり
fuchigami_mai,渕上舞
fucked_silly,んほぉ系
fudanshi,腐男子
fudatsuki_kyouko,札月キョーコ
fudatsuki_no_kyouko-chan,ふだつきのキョーコちゃん
fudo_yusei,不動遊星
fudou_akio,"不動明王,不動,不京,ふどふゆ,きどふど"
fudou_akira,不動明
fudou_yukimitsu,不動行光
fuecoco,ホゲータ
fueguchi_hinami,"笛口ヒナミ,ヒナミ,笛口雛実"
fugo_dressel,フーゴ・ドレッセル
fugue_(honkai:_star_rail),忘帰人
fuguriya,ふぐり屋
fuguu-chan,フグウちゃん
fuiba_fuyu,"フイバフユ,風衣葉冬優"
fuji_(amekimi),藤
fuji_aoi,"富士葵,葵の絵"
fuji_kiseki_(shooting_star_revue)_(umamusume),シューティンスタァ・ルヴュ
fuji_kiseki_(umamusume),"フジキセキ,フジキセキ(ウマ娘)"
fujibayashi_kyou,藤林杏
fujibayashi_ryou,藤林椋
fujibayashi_sheena,藤林しいな
fujibayashi_suzu,藤林すず
fujii_ayame,藤井彩目
fujii_tomo,藤居朋
fujiki_maka,藤城真香
fujiki_yusaku,藤木遊作
fujikido_kenji,フジキド・ケンジ
fujiko_f_fujio_(style),"藤子不二雄,ドラえもん風,藤子・F・不二雄"
fujikura_uruka,藤倉ウルカ
fujima_sakura,藤間桜
fujimaru_ritsuka_(female),"ぐだ子,リヨぐだ子,藤丸立香,ぐだ♀,以ぐだ"
fujimaru_ritsuka_(female)_(anniversary_blonde),アニバーサリー・ブロンド
fujimaru_ritsuka_(female)_(brilliant_summer),ブリリアントサマー
fujimaru_ritsuka_(female)_(chaldea_combat_uniform),カルデア戦闘服
fujimaru_ritsuka_(female)_(chaldea_pathfinder),カルデア・パスファインダー
fujimaru_ritsuka_(female)_(decisive_battle_chaldea_uniform),決戦用カルデア制服
fujimaru_ritsuka_(female)_(halloween_royalty),ハロウィン・ロイヤリティ
fujimaru_ritsuka_(female)_(mage's_association_uniform),魔術協会制服
fujimaru_ritsuka_(female)_(polar_chaldea_uniform),極地用カルデア制服
fujimaru_ritsuka_(female)_(royal_brand),ロイヤルブランド
fujimaru_ritsuka_(female)_(summer_street),サマー・ストリート
fujimaru_ritsuka_(female)_(the_three_great_heroes),英雄風采三英傑
fujimaru_ritsuka_(female)_(tropical_summer),トロピカルサマー
fujimaru_ritsuka_(female)_(true_ether_chaldea_uniform),第五真説要素環境用カルデア制服
fujimaru_ritsuka_(male),"ぐだ男,藤丸立香"
fujimaru_ritsuka_(male)_(anniversary_blonde),アニバーサリー・ブロンド
fujimaru_ritsuka_(male)_(brilliant_summer),ブリリアントサマー
fujimaru_ritsuka_(male)_(chaldea_combat_uniform),カルデア戦闘服
fujimaru_ritsuka_(male)_(chaldea_pathfinder),カルデア・パスファインダー
fujimaru_ritsuka_(male)_(decisive_battle_chaldea_uniform),決戦用カルデア制服
fujimaru_ritsuka_(male)_(halloween_royalty),ハロウィン・ロイヤリティ
fujimaru_ritsuka_(male)_(mage's_association_uniform),魔術協会制服
fujimaru_ritsuka_(male)_(polar_chaldea_uniform),極地用カルデア制服
fujimaru_ritsuka_(male)_(royal_brand),ロイヤルブランド
fujimaru_ritsuka_(male)_(summer_street),サマー・ストリート
fujimaru_ritsuka_(male)_(tropical_summer),トロピカルサマー
fujimaru_ritsuka_(male)_(true_ether_chaldea_uniform),第五真説要素環境用カルデア制服
fujimasa_march_(umamusume),フジマサマーチ(ウマ娘)
fujimi_nemu,富士見ねむ
fujimi_suzu,富士見鈴
fujimino_daisuke,富士見野大助
fujimiya_amane,藤宮周
fujimiya_kaori,藤宮香織
fujimiya_sumika_(isekai_ojisan),"藤宮澄夏,藤宮澄夏(異世界おじさん)"
fujimoto_atsuko,敦子さん
fujimoto_rina,藤本里奈
fujimura_shizuru,藤村静流
fujimura_taiga,藤村大河
fujinami_(kancolle),"藤波,藤波(艦隊これくしょん),藤波(艦これ)"
fujinami_ryuunosuke,藤波竜之介
fujinami_tomoko,藤浪朋子
fujino_shizuru,藤乃静留
fujinoki_nene,藤ノ木寧音
fujinomiya_neko,藤ノ宮寧子
fujinuma_satoru,藤沼悟
fujioka_(minami-ke),藤岡
fujioka_haruhi,藤岡ハルヒ
fujisaki_chihiro,不二咲千尋
fujisaki_fuuka,藤崎風花
fujisaki_kanon,藤崎花音
fujisaki_nadeshiko,藤咲なでしこ
fujisaki_nagihiko,藤咲なぎひこ
fujisaki_shiori,藤崎詩織
fujisaki_yua,藤崎由愛
fujisawa_aya_(gundam_build_divers),フジサワ・アヤ
fujisawa_yayoi_(uchuu_no_stellvia),藤沢やよい
fujisawa_yuzu,藤沢柚子
fujishima_megumi,藤島慈
fujishiro_otone,藤白おとね
fujita_(dorohedoro),藤田(ドロヘドロ)
fujita_asagao,藤田槿
fujita_hiroyuki,藤田浩之
fujita_kana,藤田佳奈
fujita_kotone,藤田ことね
fujita_saki,藤田咲
fujiwara_aya,藤原綾
fujiwara_chika,"藤原千花,藤原書記"
fujiwara_hajime,藤原肇
fujiwara_hazuki,藤原はづき
fujiwara_miyabi_(aikatsu!),藤原みやび
fujiwara_no_iyozane,"藤原伊代真,1月4日は藤原伊代真の日"
fujiwara_no_mokou,"藤原妹紅,妹紅"
fujiwara_no_sai,藤原佐為
fujiwara_no_shirogane_no_sanra,"藤原銀讃良,讃良"
fujiwara_takumi,藤原拓海
fujiwara_yamato_(gibagiba),藤原山和
fujiwara_yuusuke,藤原優介
fujiwara_zakuro,藤原ざくろ
fujiya,不二家
fujiyoshi_harumi,藤吉晴美
fujoshi,腐女子
fujou_kirie,巫条霧絵
fuka_reventon,フーカ・レヴェントン
fukabori_sumiyo,深堀純代
fukada_ichika,"サメガール,深田一花"
fukae_(kancolle),"福江,福江(艦隊これくしょん),福江(艦これ)"
fukagawa_mahiro,深川まひろ
fukami_nana_(awono_nanaumi),深海ナナ
fukana_miyu_(kokuya28),フカノミユ
fukasaku_aoi,深作葵
fukase,"ボカロふかせ,ふかせ"
fukasugi_aiko,深杉愛子
fukatsu_kazunari,深津一成
fukawa_toko,腐川冬子
fukaziroh_(sao),"フカ次郎,フカ次郎(SAO)"
fukiishi_ayako,吹石彩子
fukiyose_seiri,吹寄制理
fukkireta,"吹っ切れた,おちゃめ機能"
fukua_(skullgirls),フクア
fukube_satoshi,福部里志
fukube_tamaki,複部環
fukuda_haru,"福田,福田(Gup),福田はる,知波単学園,西福"
fukuda_noriko,福田のり子
fukuen_misato,福圓美里
fukuhara_ann,"福原あん,あんわか"
fukuji_mihoko,福路美穂子
fukumaru_koito,福丸小糸
fukumoto_mahjong,fkmt
fukumoto_nobuyuki_(style),福本伸行
fukuoka_softbank_hawks,福岡ソフトバンクホークス
fukurai_azami,福来あざみ
fukushima_noa,福島ノア
fukuyama_chihiro,福山千尋
fukuyama_jeanne_sachie,福山・ジャンヌ・幸恵
fukuyama_jun,福山潤
fukuyama_kenta,福山
fukuyama_mai,福山舞
fukuzawa_yumi,福沢祐巳
fulgrim,フルグリム
fulgur_ovid,ファルガー・オーヴィド
fulgur_ovid_(1st_costume),ファルガー・オーヴィド(通常)
full-package_futanari,玉付きふたなり
full_armor_gundam,"フルアーマーガンダム(サンダーボルト),フルアーマー・ガンダム(サンダーボルト版)"
full_body,"全身,全身絵"
full_frontal,フル・フロンタル
full_metal_jacket,フルメタルジャケット
full_metal_panic!,"フルメタル・パニック,フルメタル・パニック!,フルメタルパニック,フルメタルパニック!,フルメタ"
full_metal_panic?_fumoffu,"フルメタル・パニック?ふもっふ,ふもっふ"
full_moon,満月
full_moon_wo_sagashite,満月をさがして
full_nelson,フルネルソン
fullani,フルアニ
fullbokko_heroes,"フルボッコヒーローズX,フルボッコヒーローズ"
fullertom_(dungeon_meshi),フラートム
fullmetal_alchemist,鋼の錬金術師
fumetsu_no_anata_e,不滅のあなたへ
fumi_(1st_costume)_(nijisanji),フミ(通常)
fumi_(nijisanji),"フミ,恋フミ,不見絵,フミ(にじさんじ)"
fumika,フミカ
fumimi,フミミ
fumino_tamaki,"文野環,のらねっこあら,野良猫"
fumino_tamaki_(1st_costume),文野環(通常)
fumitan_admoss,フミタン・アドモス
fumizuki_(azur_lane),文月(アズールレーン)
fumizuki_(kancolle),"文月,文月(艦隊これくしょん),文月(艦これ)"
fumizuki_(sleepy_fairy)_(azur_lane),ねぼけてフェアリー
fumizuki_kai_ni_(kancolle),文月改二
fumo_(doll),ふもふも
fumu_(kirby),フーム
funada_kiito,船田純
funada_ui,船田初
funakubo_hiroko,"船久保浩子,ふなくぼひろこ"
funami_mari,船見まり
funami_yui,船見結衣
funamusea,海底囚人
funasshii,ふなっしー
fundoshi,"ふんどし,褌,フンドシ,ふんどし娘"
fundoshi,"ふんどし,褌,フンドシ,ふんどし娘"
fundoshi_day,ふんどしの日
funeral,"葬式,葬儀"
funeral_dress,喪服
funeral_kimono,喪服
funeral_of_the_dead_butterflies,死んだ蝶の葬儀
fungami_yuya,喷上裕也
fungi_(genshin_impact),キノコン
funny_valentine,ファニー・ヴァレンタイン
fura_kanato,風楽奏斗
fura_kanato_(1st_costume),風楽奏斗(通常)
furby,ファービー
furen_e_lustario,"フレン・E・ルスタリオ,フレリオ,フレン見て,くっころルスタリオ"
furen_e_lustario_(1st_costume),フレン・E・ルスタリオ(通常)
furen_e_lustario_(2nd_costume),フレン・E・ルスタリオ(夏服)
furen_e_lustario_(5th_costume),フレン・E・ルスタリオ(部屋着)
furen_e_lustario_(school_uniform),フレン・E・ルスタリオ(制服)
furfrou,トリミアン
furfrou_(natural),natural_furfrou
furfur,フルフル
furigana,"振り仮名,ルビ"
furina_(genshin_impact),"フリーナ,フォカロルス,フリーナ(原神)"
furioso_(umamusume),フリオーソ(ウマ娘)
furisode,振袖
furisode_girl_(pokemon),"ふりそで,ふりそで(トレーナー)"
furisode_girl_kali,ふりそでのキリカ
furisode_girl_katherine,ふりそでのカレン
furnace,かまど
furoshiki,風呂敷
furret,オオタチ
furrification,"擬獣化,獣化,獣人化"
furry,"ケモノ,獣人,メスケモ,トリケモ,オスケモ,獣化,猫人,ケモロリ,ケモショタ,ファーソナ"
furry_female,"メスケモ,ケモロリ,ケモノ,獣人"
furry_male,"ケモショタ,オスケモ,ケモノ,獣人"
furude_rika,古手梨花
furudo_erika,古戸ヱリカ
furuhashi_chinatsu,古橋千夏
furuhashi_fumino,古橋文乃
furukawa_akio,古河秋生
furukawa_nagisa,"古河渚,岡崎渚"
furukawa_sanae,古河早苗
furukawa_yui,古川ゆい
furusawa_yoriko,古澤頼子
furuta_nimura,旧多二福
furutachi_kurea,古舘くれあ
furutachi_ren,古館恋
furutaka_(azur_lane),"古鷹(アズールレーン),古鷹改(アズールレーン),狼"
furutaka_(kancolle),"古鷹,古鷹(艦隊これくしょん),古鷹(艦これ)"
furutaka_kai_ni_(kancolle),古鷹改二
furutani_himawari,古谷向日葵
furutani_kaede,古谷楓
furuya_hotaru,古屋ほたる
furuya_jun,古屋純
furuya_satoru,降谷暁
furyou_michi_~gang_road~,"不良道,不良道~ギャングロード~,ギャングロード"
fusaichi_pandora_(umamusume),フサイチパンドラ(ウマ娘)
fusaishi_haruaki,房石陽明
fuse,導火線
fuse_(apex_legends),"ヒューズ,ヒューズ(APEX)"
fuse_midori,布施翠
fused_zamasu,"合体ザマス,合がっ体たいザマス,合体ザマス:復活"
fushi,フシ
fushigi_mahou_fun_fun_pharmacy,ふしぎ魔法ファンファンファーマシィー
fushigi_na_merumo,ふしぎなメルモ
fushigi_na_neko_no_machi_meltier,ふしぎな猫のまちメルティア
fushigi_no_gensokyo,不思議の幻想郷
fushigi_no_umi_no_nadia,ふしぎの海のナディア
fushigi_yuugi,ふしぎ遊戯
fushigiboshi_no_futago_hime,"ふしぎ星の☆ふたご姫,ふしぎ星のふたご姫,ふたご姫"
fushigiboshi_no_futago_hime_gyu,ふしぎ星の☆ふたご姫
fushiguro_megumi,伏黒恵
fushiguro_touji,伏黒甚爾
fushimi_chihiro,伏見千尋
fushimi_gaku,"伏見ガク,絵ガク"
fushimi_gaku_(1st_costume),"伏見ガク(通常),伏見ガク(私服)"
fushimi_inari,伏見いなり
fushimi_inari_taisha,"伏見稲荷,伏見稲荷大社"
fushimi_nodoka,伏見のどか
fushimi_saruhiko,伏見猿比古
fushimi_yuzuru,伏見弓弦
fushimimukai_hinako,伏見向雛子
fushimimukai_sanae,伏見向沙苗
fusion,"フュージョン,合体,融合,ポケモンフュージョン"
fusion_dance,"フュージョン,フュージョン(ドラゴンボール)"
fusion_suit,フュージョンスーツ
fusou_(azur_lane),扶桑(アズールレーン)
fusou_(kancolle),"扶桑,扶桑(艦隊これくしょん),扶桑(艦これ),京美人戦艦"
fusou_(meta)_(azur_lane),扶桑(META)
fusou_(swimsuit)_(kancolle),扶桑(水着)
fusuma,"襖,ふすま"
futa_on_male,"ふた×男,ふたショタ,ふた×男の娘"
futa_with_female,"ふた×女,ふたゆり"
futa_with_futa,"ふた×ふた,ふたゆり,ふた男女,フタ百合"
futa_with_male,"ふた×男,ふたショタ,男×ふた,ふた×男の娘"
futaba-san_chi_no_kyoudai,双葉さん家の姉弟
futaba_akane,双葉茜
futaba_anzu,"双葉杏,双葉杏(物理)"
futaba_aoi_(asobi_ni_iku_yo!),双葉アオイ
futaba_aoi_(naomi),双葉葵
futaba_aoi_(vividred_operation),二葉あおい
futaba_channel,"ふたば☆ちゃんねる,ふたば"
futaba_hotaru,双葉ほたる
futaba_lili_ramses,双葉・リリー・ラムセス
futaba_minato,"双葉湊音,みなとイラスト"
futaba_riho,"ヴァリホ,双葉理保"
futaba_rio,双葉理央
futaba_sana,"二葉さな,双葉さな,二叶莎奈"
futaba_tsukushi,二葉つくし
futabu,"ふた部,ふた部!"
futagawa_fumi,二川二水
futago_no_haha_seihonnou,双子ノ母性本能
futaki_kanata,二木佳奈多
futaki_shiki,"二木四季,二木さん,二木,ポテンシャルさん"
futakoi,双恋
futakuchi-onna,二口女
futamata_ren'ai,フタマタ恋愛
futami_ami,"双海亜美,ふたみあみ"
futami_eriko,二見瑛理子
futami_kokoro,双美心
futami_mami,双海真美
futami_shun,二見瞬
futanari,"ふたなり,双成り,フタナリ,ふたなり化,ぬえちんぽ"
futao_miruku_(riki),双尾みるく
futari_ecchi,ふたりエッチ
futari_wa_precure,ふたりはプリキュア
futari_wa_precure_max_heart,ふたりはプリキュアmaxheart
futari_wa_precure_splash_star,"ふたりはプリキュアsplash☆star,スプラッシュスター"
futaribeya,ふたりべや
futatsuiwa_mamizou,"二ッ岩マミゾウ,二ツ岩マミゾウ"
futatsuiwa_mamizou_(human),捕らぬ狸のディスガイザー
futoku_no_guild,不徳のギルド
futon,"布団,ふとん"
futoshi_(darling_in_the_franxx),フトシ(ダリフラ)
futsuu_no_joshikousei_ga_locodol_yattemita,"普通の女子校生が【ろこどる】やってみた。,ろこどる"
futsuu_no_keion-bu,ふつうの軽音部
futurama,"フューチュラマ,フューチュラマ(アニメ)"
future_card_buddyfight,"フューチャーカードバディファイト,バディファイト,バディ腐ァイト"
future_devil_(chainsaw_man),未来の悪魔
future_gpx_cyber_formula,"新世紀GPXサイバーフォーミュラ,サイバーフォーミュラ"
future_luke,"青年ルーク,クラウス・アルバトロ"
future_princess,"未来姫(ガーディアンテイルズ),未来姫"
fuu'un,"風雲黙示録,風雲スーパータッグバトル"
fuu_(samurai_champloo),"フウ,香澄フウ"
fuuchouin_kazuki,風鳥院花月
fuufu_ijou_koibito_miman.,"夫婦以上、恋人未満。,夫婦以上恋人未満,ふうこいアニメ,ふうこい"
fuuin_no_tsue,封印の杖
fuuka_(blue_archive),愛清フウカ
fuuka_(casual)_(blue_archive),愛清フウカ(私服)
fuuka_(new_year)_(blue_archive),愛清フウカ(正月)
fuuma_kotarou_(fate),風魔小太郎(Fate)
fuuma_kotarou_(sengoku_basara),風魔小太郎(戦国BASARA)
fuuma_kotarou_(tenkaichi),"風魔小太郎,風魔小太郎(テンカイチ)"
fuuma_shuriken,風魔手裏剣
fuuma_tokiko,ふうま時子
fuumin_(youkai_watch),"フゥミン,フゥミン(妖怪ウォッチ)"
fuura_kafuka,風浦可符香
fuurai_no_shiren,風来のシレン
fuurin_asumi,風鈴アスミ
fuurin_rei,にゃっこ
fuurinji_miu,風林寺美羽
fuurinkan_high_school_uniform,風林館高校制服
fuuto_tantei,風都探偵
fuutou_shizune,風冬しずね
fuuun_ishin_dai_shogun,"風雲維新ダイ☆ショーグン,風雲維新ダイショーグン"
fuwa_(precure),"フワ(プリキュア),フワ"
fuwa_fuwa_cinnamoroll,ふわふわ♥シナモン
fuwa_hyouka,不破氷菓
fuwa_kokone,芙羽ここね
fuwa_minato,"不破湊,絵スコート,夜王国"
fuwa_minato_(1st_costume),不破湊(通常)
fuwa_minato_(2nd_costume),不破湊(スーツ)
fuwawa_abyssgard,フワワ・アビスガード
fuwawa_abyssgard_(1st_costume),フワワ・アビスガード(通常)
fuwawa_abyssgard_(new_year),フワワ・アビスガード(正月衣装)
fuyou-chan,"ふようちゃん,みるくぱんだの娘"
fuyou_kaede,芙蓉楓
fuyu_no_yoru_miku,"冬の夜ミク,冬夜ミク"
fuyukawa_kagari,冬川かがり
fuyuki_minami,冬木美波
fuyumi_jun,冬美旬
fuyunyan,フユニャン
fuyusaka_iori,冬坂五百里
fuyutsuki_(kancolle),"冬月,冬月(艦隊これくしょん),冬月(艦これ)"
fuyutsuki_kouzou,冬月コウゾウ
fuyuumi_ai,冬海愛衣
fuyuyama_asako_(kuse_(0201)),冬山あさこ
fx-05_(girls'_frontline),"FX-05(ドールズフロントライン),FX-05(少女前線)"
fyodor_dostoyevsky_(bungou_stray_dogs),フョードル・ドストエフスキー(文豪ストレイドッグス)
fyu-neru,ふゅーねる
fyuria_(agarest_senki),フューリア
g'raha_tia,グ・ラハ・ティア
g-forest_goddess_(ishiyumi),Gの森の女神
g-self,"YG-111Gセルフ,YG-111G-セルフ,G-セルフ,Gセルフ"
g-senjou_no_maou,G線上の魔王
g-spring_goddess_(ishiyumi),Gの泉の女神
g-taste,ジィ・テイスト
g-tenko-r,女神天子
g.i._joe,G.I.ジョー
g11_(girls'_frontline),"G11(少女前線),G11(ドールズフロントライン)"
g28_(girls'_frontline),"G28(ドールズフロントライン),G28(少女前線)"
g36_(girls'_frontline),"G36(ドールズフロントライン),G36(少女前線),センタウレイシー"
g36_(pure_white_cornflower)_(girls'_frontline),純白の矢車菊
g36c_(girls'_frontline),"g36c(ドールズフロントライン),G36C(ドールズフロントライン)"
g3_(girls'_frontline),"G3(ドールズフロントライン),G3(少女前線)"
g41_(girls'_frontline),"G41(ドールズフロントライン),G41(少女前線)"
g4m,"一式陸上攻撃機,一式陸攻"
g_gundam,機動武闘伝Gガンダム
ga-rei,喰霊
ga-rei_zero,喰霊-零-
ga_bunko,GA文庫
ga_geijutsuka_art_design_class,GA芸術科アートデザインクラス
gaap_(umineko),ガァプ
gaara_(naruto),"我愛羅,ガアラ"
gaaruru_(pripara),"ガァルル,ガァルマゲドン,ガァルマゲドン・ミ"
gabi_braun,ガビ・ブラウン
gabimaru,画眉丸
gabite,ガバイト
gabranth_(ff12),"ジャッジ・ガブラス,ガブラス"
gabriel_(granblue_fantasy),"ガブリエル,ガブリエル(グラブル)"
gabriel_dropout,"ガヴリールドロップアウト,ガヴドロ,ガヴリールドロップアウトガヴドロ,ガヴリールドロップアート"
gabriel_tenma_white,"天真=ガヴリール=ホワイト,ガヴリール,ガヴィーネ,ガヴサタ"
gabumon,ガブモン
gacha_(series),gachalife
gachapin,ガチャピン
gachiakuta,ガチアクタ
gachimuchi,"ガチムチ,ガチムチパンツレスリング,レスリングシリーズ,哲♂学,哲学,御三ゲイ"
